Наименование,Город,Рубрики,Email,Мобильный,Телефон 1,Телефон 2,WhatsApp,Telegram,ВКонтакте,2GIS URL
Luxury,Челябинск,Мебель на заказ; Дизайн интерьеров; Натяжные потолки; Обои; Напольные покрытия; Сантехника; Мебель для ванных комнат; Декоративные отделочные материалы; Отделочные материалы; Керамическая плитка; Портьерные ткани и шторы; Карнизы; Лаки и краски; Светотехника; Бытовая техника; Аксессуары для ванных комнат; Жалюзи; Керамогранит; Стекло и зеркала; Кондиционеры; Очистители воздуха; Электронагревательное оборудование,,79123101101,89123101101,,https://wa.me/79123101101,https://t.me/salon_luxury74,https://vk.com/club_luxury74,https://2gis.com/firm/2111590608530007
Mbl,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни,,79630887877,89630887877,,https://wa.me/79630887877,,https://vk.com/mblmebel1,https://2gis.com/firm/70000001045170130
mebelerofeev,Челябинск,Мебель на заказ; Мебель для кухни,,79128925579,89128925579,,https://wa.me/79128925579,,,https://2gis.com/firm/70000001069904519
MebelSkills,Челябинск,Мебель на заказ; Мебельные магазины; Мебель для ванных комнат; Корпусная мебель; Мебель для кухни; Офисная мебель,,79511236373,89511236373,,https://wa.me/79511236373,https://t.me/+79511236373,https://vk.com/mebelskills,https://2gis.com/firm/70000001101163334
MebelSkills,Челябинск,Мебель на заказ; Мебель для кухни; Офисная мебель; Детская мебель; Корпусная мебель,,79511236373,89511236373,,https://wa.me/79511236373,https://t.me/+79511236373,https://vk.com/mebelskills,https://2gis.com/firm/70000001105430896
MebelSkills,Челябинск,Мебель на заказ; Мебель для кухни; Офисная мебель; Детская мебель; Корпусная мебель,,79511236373,89511236373,,https://wa.me/79511236373,https://t.me/+79511236373,https://vk.com/mebelskills,https://2gis.com/firm/70000001105361726
MebelSkills,Челябинск,Мебель на заказ; Мебельные магазины; Мебель для ванных комнат; Корпусная мебель; Мебель для кухни; Офисная мебель,,79511236373,89511236373,,https://wa.me/79511236373,https://t.me/+79511236373,https://vk.com/mebelskills,https://2gis.com/firm/70000001098727022
Miks mebel,Челябинск,Мебель на заказ; Мягкая мебель,,79518023271,89518023271,,,,,https://2gis.com/firm/70000001051193437
Mister Anri,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Мебель для учебных учреждений; Детская мебель,,79227505387,89227505387,89507203897,https://wa.me/79227505387,https://t.me/+79514550247,https://vk.com/anrimebel,https://2gis.com/firm/70000001019647684
MM-Make up Mirror,Челябинск,Мебель на заказ; Оборудование для салонов красоты; Офисная мебель; Мебель для общественного питания,,79822838813,89822838813,,,,,https://2gis.com/firm/70000001022202208
ModMe,Челябинск,Мебель на заказ; Корпусная мебель,,79089369487,89089369487,,https://wa.me/79089369487,,https://vk.com/modme,https://2gis.com/firm/70000001055854612
Neo Мебель,Челябинск,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Офисная мебель; Мебель для ванных комнат,,79049429900,89049429900,,https://wa.me/79049429900,https://t.me/+79049429900,https://vk.com/neomebel74,https://2gis.com/firm/70000001047649750
Nuomi Челябинск,Челябинск,Мебель на заказ; Мебельная фурнитура; Корпусная мебель,,79127771174,89127771174,89080589929,https://wa.me/79127771174,https://t.me/+79127771174,,https://2gis.com/firm/70000001103180844
Old house74,Челябинск,Мебель на заказ; Корпусная мебель; Деревообработка; Мебель для кухни; Интерьерные лестницы,,79995896792,89995896792,,https://wa.me/79995896792,,https://vk.com/oldhouse74,https://2gis.com/firm/70000001076919354
Ponomarev Mebel,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,,79634669133,89634669133,,,https://t.me/+79000663325,https://vk.com/ponomarev_meb,https://2gis.com/firm/70000001094454054
Pro Кухни,Челябинск,Мебель на заказ; Мебель для кухни,,79120850638,89120850638,,https://wa.me/79120850638,,https://vk.com/prokuhni174,https://2gis.com/firm/70000001088112656
Prosto-mebel,Челябинск,Мебель на заказ; Мягкая мебель,,79090874555,89090874555,,,,,https://2gis.com/firm/70000001115656411
PurPur,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Распиловка древесины,,79995872500,89995872500,,https://wa.me/79995872500,https://t.me/+79995872500,https://vk.com/mebel_purpur,https://2gis.com/firm/70000001087815397
Raumplus,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат,,79128989869,83512356594,89128989869,https://wa.me/79128989869,,https://vk.com/raumplus74,https://2gis.com/firm/2111590608752682
Reborn,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель,,79193594354,89193594354,,https://wa.me/79193594354,,https://vk.com/reborn_furniture,https://2gis.com/firm/70000001081075065
Rovada,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни,,79048128290,89048128290,89634752670,,,https://vk.com/rovadamebel,https://2gis.com/firm/70000001105122294
Roxvell,Челябинск,Мебель на заказ; Мягкая мебель,,79068605652,89068605652,,https://wa.me/79068605652,,,https://2gis.com/firm/70000001090456649
Salon360,Челябинск,Мебель на заказ; Офисная мебель; Корпусная мебель; Мягкая мебель; Детская мебель; Мебель для кухни,,79124745183,89124745183,89191151922,https://wa.me/79191151922,,https://vk.com/salon360interior,https://2gis.com/firm/70000001053521292
Sedes,Челябинск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,,79049703847,89049703847,,,,https://vk.com/public149011711,https://2gis.com/firm/70000001033307472
ShaDi,Челябинск,Мебель на заказ; Мебельные магазины; Мягкая мебель,,79088276926,89088276926,,https://wa.me/79088276926,https://t.me/+79088276926,,https://2gis.com/firm/70000001083298946
Shkrobots,Челябинск,Мебель на заказ; Мебель для учебных учреждений; Мебель для кухни; Металлическая мебель; Торгово-выставочное оборудование; Садово-парковая мебель; Офисная мебель; Стеллажи и витрины,,79227381642,89227381642,,https://wa.me/79227381642,https://t.me/+79227381642,https://vk.com/shkrobotstudia,https://2gis.com/firm/70000001077785674
Smart Design,Челябинск,Мебель на заказ; Дизайн интерьеров; Корпусная мебель; Ремонт помещений,,79227276607,89227276607,89227226298,,https://t.me/+79227276607,https://vk.com/smartdesign74,https://2gis.com/firm/2111591606831602
Sv-Мебель,Челябинск,Мебель на заказ; Мебельные магазины; Мебель для кухни; Мягкая мебель; Офисная мебель; Стеллажи и витрины; Стекло и зеркала; Корпусная мебель,,79823054845,89823054845,,https://wa.me/79823700550,,https://vk.com/svmebel74,https://2gis.com/firm/70000001065459434
Sv-Мебель,Челябинск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,,79823700550,89823700550,,https://wa.me/79823700550,,https://vk.com/svmebel74,https://2gis.com/firm/70000001021315221
SweetHome174,Челябинск,Мебель на заказ; Детская мебель; Корпусная мебель; Мебель для кухни,,79320119911,89320119911,,https://wa.me/79320119911,https://t.me/+79320119911,https://vk.com/sweethome_chel,https://2gis.com/firm/70000001057183341
Valet-мебель,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79996224058,89996224058,,,https://t.me/+79996224058,https://vk.com/valetmebel,https://2gis.com/firm/70000001102767153
Varlakov,Челябинск,Мебель на заказ; Мягкая мебель,,79090777020,89090777020,,,,,https://2gis.com/firm/70000001115357446
Verona Design,Челябинск,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель; Детская мебель; Ароматовары; Сувенирные композиции; Офисная мебель,,79226351444,83512207141,89226351444,https://wa.me/79226351444,https://t.me/+79226351444,https://vk.com/veronachel,https://2gis.com/firm/2111591606963697
Versal Mobili,Челябинск,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для учебных учреждений; Мебель для общественного питания; Мебель для кухни; Дизайн интерьеров,,79124780907,89124780907,89080437879,https://wa.me/79124780907,,https://vk.com/versalmobili74,https://2gis.com/firm/70000001025376265
Vins,Челябинск,Мебель на заказ; Корпусная мебель; Ремонт мебели; Мебель для ванных комнат; Мебель для кухни; Офисная мебель; Мебель для салонов красоты,,79049324326,89049324326,,https://wa.me/79193283649,,https://vk.com/id837924470,https://2gis.com/firm/70000001077022669
Vip-мебель,Челябинск,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Металлоизделия,,79080467501,89080467501,83517762213,https://wa.me/79080467501,https://t.me/+79080467501,https://vk.com/vipmebel74,https://2gis.com/firm/2111590606463442
Visash-mebel,Челябинск,Мебель на заказ; Корпусная мебель; Стеллажи и витрины; Мебель для кухни,,79000800963,89000800963,89080644339,https://wa.me/79000800963,,https://vk.com/vkeleh,https://2gis.com/firm/70000001075156453
Woodche,Челябинск,Мебель на заказ; Перегородки; Корпусная мебель; Интерьерные лестницы; Детская мебель; Пило- и лесоматериалы; Погонажные изделия; Мебель для ванных комнат; Мебель для кухни; Офисная мебель; Ремонт мебели,,79823278200,89823278200,,https://wa.me/79823278200,https://t.me/suzdalev1,https://vk.com/woodche,https://2gis.com/firm/70000001027669164
WoodLuck,Челябинск,Мебель на заказ; Товары для новорождённых; Заборы и ограждения; Деревообработка; Строительство бань и саун; Детская мебель; Ремонт помещений; Мебель для кухни; Погонажные изделия; Офисная мебель; Мебель для ванных комнат; Новогодние товары; Корпусная мебель; Изготовление рекламных конструкций; Художественные мастерские; Подарочная упаковка; Мебель для салонов красоты,,79511239029,89511239029,,,,,https://2gis.com/firm/70000001063741429
Workshop,Челябинск,Мебель на заказ; Деревообработка; Корпусная мебель,,79000988940,89000988940,,https://wa.me/79000988940,https://t.me/+79000988940,https://vk.com/club209582216,https://2gis.com/firm/70000001100985641
Xxx-mebel 174,Челябинск,Мебель на заказ; Мягкая мебель,,79514630498,89514630498,,,,,https://2gis.com/firm/70000001112592730
Zendan,Челябинск,Мебель на заказ; Мебельные магазины; Мягкая мебель; Офисная мебель; Мебель для кухни; Корпусная мебель,,79217443737,89217443737,,,,,https://2gis.com/firm/70000001113496751
Авантаж,Челябинск,Мебель на заказ; Офисная мебель; Мебель для кухни; Корпусная мебель; Детская мебель,,,89514430361 (единая справочная: пн-вс 10:00-20:00),,https://wa.me/79514430361,,https://vk.com/avantazh_chel,https://2gis.com/firm/2111590606386332
Авекс,Копейск,Мебель на заказ; Корпусная мебель,,79507444221,89507444221,,,,https://vk.com/kopeyskmebel,https://2gis.com/firm/70000001098505849
Авеню,Челябинск,Мебель на заказ; Офисная мебель; Мебель для кухни; Детская мебель; Корпусная мебель,,79823622456,89823622456,89823622454,https://wa.me/79514431278,,https://vk.com/mebel_avenu,https://2gis.com/firm/2111590608507738
Аврора,Челябинск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Детская мебель,,79127726611,89127726611,,https://wa.me/79127726611,,,https://2gis.com/firm/70000001026710528
Агата,Челябинск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,,79517794995,89517794995,,,,,https://2gis.com/firm/70000001007189423
Адмирал175,Челябинск,Мебель на заказ; Офисная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Ремонт мебели,,79220111963,89220111963,,https://wa.me/79220111963,https://t.me/+79220111963,,https://2gis.com/firm/70000001032269668
Адмирал175,Челябинск,Мебель на заказ; Мебель для кухни,,79220111963,89220111963,,,,,https://2gis.com/firm/70000001104619480
Ай-фасад,Челябинск,Мебель на заказ; Детская мебель; Мебельные фасады; Мебель для кухни; Корпусная мебель,,79954651165,89954651165,,https://wa.me/79954651165,https://t.me/+79954651165,,https://2gis.com/firm/70000001063137537
Аква City,Челябинск,Мебель на заказ; Аквариумы; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель; Мебель для ванных комнат,,79634749999,89634749999,,https://wa.me/79634749999,,,https://2gis.com/firm/70000001017844594
Аквилон-Мебель,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Торгово-выставочное оборудование,,79581582188,89581582188,,https://wa.me/79581582188,https://t.me/+79581582188,https://vk.com/club130699350,https://2gis.com/firm/70000001033885786
Алекс,Челябинск,Мебель на заказ; Мебельные ткани; Мягкая мебель; Ремонт мебели,,79227356785,89227356785 (отдел продаж),,https://wa.me/79227356785,,https://vk.com/club102044914,https://2gis.com/firm/70000001038106143
Аллея Диванов,Челябинск,Мебель на заказ; Мягкая мебель; Корпусная мебель; Матрасы,,79000836118,89000836118,,,,,https://2gis.com/firm/70000001064397097
Алманит,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Торгово-выставочное оборудование,,79080855811,89080855811,,https://wa.me/79080855811,,,https://2gis.com/firm/2111590606528695
АльСер,Челябинск,Мебель на заказ; Мягкая мебель,,79127929036,89127929036,,,,,https://2gis.com/firm/70000001100766393
Альт,Челябинск,Мебель на заказ; Стеновые панели; Мебельные фасады; Облицовочные материалы для мебели; Ремонт мебели; Мебель для кухни,,79518033377,89518033377,83517768036,https://wa.me/79518033377,,https://vk.com/alt_fasad,https://2gis.com/firm/70000001080320854
Альфа-Стиль,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,,79525094334,89525094334,,https://wa.me/79525094334,,,https://2gis.com/firm/70000001025458523
Анави,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни,,79128925574,89128925574,89128925344,https://wa.me/79128925574,https://t.me/+79128925574,https://vk.com/anavi74,https://2gis.com/firm/70000001007299419
Ант-мебель,Челябинск,Мебель на заказ; Металлическая мебель; Корпусная мебель; Мебель для учебных учреждений; Детская мебель; Офисная мебель; Мебель для кухни,,79068653256,89068653256,89823113520,https://wa.me/79068653256,,,https://2gis.com/firm/70000001023510075
Апрель,Челябинск,Мебель на заказ; Межкомнатные двери; Деревообработка; Интерьерные лестницы; Корпусная мебель,,79028999215,89028999215,,https://wa.me/79028999215,,,https://2gis.com/firm/70000001007441722
Арпа,Челябинск,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Торгово-выставочное оборудование,,79514558946,89514558946,89227539480,https://wa.me/79514558946,,,https://2gis.com/firm/2111590608844902
Артдеко,Челябинск,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Детская мебель,,79030889526,89030889526,89127738818,https://wa.me/79507214191,,,https://2gis.com/firm/2111591606805543
Арте,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель; Мебель для ванных комнат,,79124039999,89124039999,,https://wa.me/79124039999,,https://vk.com/club91992004,https://2gis.com/firm/70000001036624366
Артемьев,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни,,79058324060,89058324060,,https://wa.me/79058324060,,https://vk.com/artemev_mebel,https://2gis.com/firm/70000001084002650
Арткомплект,Челябинск,Мебель на заказ; Строительное оборудование; Корпусная мебель; Мебель для кухни; Металлоконструкции для строительства,,79227013909,89227013909,89193003737,https://wa.me/79193003737,https://t.me/mylda74,https://vk.com/club238430248,https://2gis.com/firm/70000001047905766
АртПроф,Челябинск,Мебель на заказ; Окна; Быстровозводимые здания; Садово-парковая мебель; Металлическая мебель; Корпусная мебель; Металлоизделия; Комплектующие для окон; Теплоизоляционные материалы; Отделочные материалы; Строительство бань и саун,,79087081300,89087081300,89511107787,https://wa.me/79995898246,,,https://2gis.com/firm/70000001097178881
Артус,Челябинск,Мебель на заказ; Корпусная мебель,,79080563488,89080563488,,https://wa.me/79080563488,https://t.me/+79080563488,https://vk.com/groups,https://2gis.com/firm/70000001094390147
Аскелла,Челябинск,Мебель на заказ; Корпусная мебель; Распиловка древесины; Мебель для кухни; Офисная мебель,,79514623994,89514623994,89000969656,https://wa.me/79514623994,,https://vk.com/club213965576,https://2gis.com/firm/70000001057781055
Асмо Мебель,Челябинск,Мебель на заказ; Мягкая мебель,,79028928036,89028928036,89028928035,,https://t.me/+79951058854,https://vk.com/asmomebel,https://2gis.com/firm/70000001067469640
Атом,Челябинск,Мебель на заказ; Детская мебель; Мебель для кухни; Корпусная мебель; Ремонт мебели,,79090896495,89090896495,,https://wa.me/79090896495,,,https://2gis.com/firm/70000001029988322
Аура Уюта,Челябинск,Мебель на заказ; Металлическая мебель; Мебель для кухни; Дизайн интерьеров; Ремонт мебели; Корпусная мебель; Мягкая мебель; Мебель для ванных комнат; Детская мебель; Стекло и зеркала,,79511234043,89511234043,89085817878,https://wa.me/79511234043,,https://vk.com/ayra_yuta,https://2gis.com/firm/70000001031760318
Боярд-Люкс,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для учебных учреждений,,79043083265,89043083265,,https://wa.me/79043083265,,,https://2gis.com/firm/2111590606311923
Бэко,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Мебель для ванных комнат; Детская мебель,,79000877983,89000877983,89823578445,https://wa.me/79000877983,https://t.me/Yulyatyumina,https://vk.com/mebelbakkkk,https://2gis.com/firm/70000001089655877
Бюро Комплект,Челябинск,Мебель на заказ; Офисная мебель; Мебель из стекла; Ковры; Светотехника; Мебель для ванных комнат; Мебель для кухни; Мягкая мебель; Детская мебель; Печи и камины для помещений,,79822884848,89822884848,,https://wa.me/79822884848,,,https://2gis.com/firm/70000001063214793
Века,Челябинск,Мебель на заказ; Мебель для кухни; Детская мебель; Корпусная мебель; Мебель для ванных комнат; Офисная мебель,,79514587050,89514587050,,https://wa.me/79514587050,https://t.me/+79514587050,https://vk.com/public212697537,https://2gis.com/firm/70000001075316374
Вероника,Еманжелинск,Мебель на заказ; Корпусная мебель; Детская мебель; Мягкая мебель; Мебель для кухни; Офисная мебель; Мебельные фасады; Матрасы,,79507438383,89507438383,,https://wa.me/79507438383,,https://vk.com/veronika_mebel,https://2gis.com/firm/70000001056602213
Виктория,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,,79514838542,89514838542,,https://wa.me/79514838542,,,https://2gis.com/firm/70000001019094694
Вим,Челябинск,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель,,79080571802,89080571802,,https://wa.me/79080571802,,,https://2gis.com/firm/70000001017525873
Вим,Челябинск,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель,,79525149379,89525149379,,https://wa.me/79525149379,,,https://2gis.com/firm/2111590608779926
Виола,Еманжелинск,Мебель на заказ; Мебельная фурнитура; Корпусная мебель; Мягкая мебель; Мебель для кухни,,79193009636,89193009636,,https://wa.me/79193009636,,https://vk.com/shop.viola,https://2gis.com/firm/70000001079119556
Вот эта кухня,Челябинск,Мебель на заказ; Мебельные фабрики; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель; Мебель для ванных комнат; Мебель для учебных учреждений,,79634650464,89634650464,,https://wa.me/79634650464,https://t.me/votetakuhnya,https://vk.com/votetakuhnya,https://2gis.com/firm/70000001101292918
Все по полкам,Челябинск,Мебель на заказ; Мебель для кухни; Офисная мебель,,79191130202,89191130202,,,,https://vk.com/vsepopolkam74,https://2gis.com/firm/70000001105055717
Выгодно и разумно,Челябинск,Мебель на заказ; Корпусная мебель; Мягкая мебель,,79193218426,89193218426,89000275608,https://wa.me/79193218426,,,https://2gis.com/firm/70000001060773270
Гармония уюта,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,,79507208899,89507208899,83512482548,https://wa.me/79507208899,https://t.me/+79507208899,https://vk.com/public50986459,https://2gis.com/firm/2111590608560764
Гармония уюта,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,,79507208899,89507208899,83512482548,https://wa.me/79507208899,https://t.me/+79507208899,https://vk.com/public50986459,https://2gis.com/firm/2111590608358254
Гипербола,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебельные магазины,,79220119531,89220119531,,,,https://vk.com/hyperbola_mebel,https://2gis.com/firm/70000001115014136
Город мебели,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель,,79000974340,89000974340,,,,https://vk.com/gorodm74,https://2gis.com/firm/70000001112107396
Д-лайн,Челябинск,Мебель на заказ; Мебельные магазины; Детская мебель; Корпусная мебель; Мебель для кухни,,79049347770,89049347770,,,,,https://2gis.com/firm/70000001018724524
Дакс,Челябинск,Мебель на заказ; Мягкая мебель; Корпусная мебель,,79000604310,89000604310,,,,,https://2gis.com/firm/70000001047976182
Дарим Мебель 74,Челябинск,Мебель на заказ; Офисная мебель; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы; Ремонт мебели; Мебель для ванных комнат,,79514449749,89514449749,,https://wa.me/79514449749,https://t.me/+79514449749,https://vk.com/darimmebel74,https://2gis.com/firm/70000001051991908
Дарина,Челябинск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,,,89043075416 (единая справочная: пн-вс 10:00-20:00),,https://wa.me/79043075416,https://t.me/+79043075416,https://vk.com/darina174ru,https://2gis.com/firm/70000001026708495
Деревок,Еманжелинск,Мебель на заказ; Корпусная мебель,,79124076869,89124076869,,,,,https://2gis.com/firm/70000001063912345
Дизайн-мебель,Коркино,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Мебель для ванных комнат,,79000687778,89000687778,89043033777,https://wa.me/79000687778,,https://vk.com/dizainmebel74,https://2gis.com/firm/70000001063109447
Дом мебели,Коркино,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Матрасы,,79525052636,89525052636,,,,https://vk.com/dom_mebeli74,https://2gis.com/firm/70000001067704086
Дом плетеной мебели,Челябинск,Мебель на заказ; Плетёные изделия; Садово-парковая мебель,,79080682706,89080682706,,https://wa.me/79080682706,https://t.me/+79080682706,https://vk.com/mebel174rotang,https://2gis.com/firm/70000001066585763
Доступная роскошь,Челябинск,Мебель на заказ; Мебельные фабрики; Мебель для кухни; Корпусная мебель; Мебельные магазины,,79514334275,89514334275,,,,,https://2gis.com/firm/70000001097256352
Доступный лофт,Челябинск,Мебель на заказ; Мебель для общественного питания; Мебель для кухни; Мебель для ванных комнат; Офисная мебель; Распиловка древесины; Деревообработка; Пило- и лесоматериалы,,79227352297,89227352297,,https://wa.me/79227352297,https://t.me/+79227352297,https://vk.com/loft_chel,https://2gis.com/firm/70000001065578888
Древада,Копейск,Мебель на заказ; Офисная мебель; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Матрасы,,79000727762,89000727762,89517708768,https://wa.me/79000727762,https://t.me/+79518044544,https://vk.com/mebeldrewada,https://2gis.com/firm/70000001033423855
Древада,Копейск,Мебель на заказ; Мебель для кухни; Мягкая мебель; Корпусная мебель; Детская мебель,,79087093031,89087093031,,https://wa.me/79000727762,https://t.me/+79518044544,https://vk.com/mebeldrewada,https://2gis.com/firm/70000001024639095
Древо Стиль,Челябинск,"Мебель на заказ; Деревообработка; Мебель для кухни; Интерьерные лестницы; Межкомнатные двери; Мебель для ванных комнат; Детская мебель; Входные двери; Ремонт мебели; Мебельные фасады; Печи и камины для помещений; Корпусная мебель; Офисная мебель; Стеновые панели; Распиловка древесины; Заборы и ограждения; Погонажные изделия; Мебель для общественного питания; Пило- и лесоматериалы; Строительство бань и саун; Строительство дач и коттеджей; Фасадные работы; Остекление и отделка балконов; ЛДСП, ДВПО, МДФ; ДСП, ДВП, фанера; Садово-парковая мебель; Жалюзи; Каркасно-тентовые конструкции; Комплектующие для дверей; Товары для бань и саун; Полимерная порошковая окраска",,79080479218,89080479218,,https://wa.me/79080479218,https://t.me/+79955479218,https://vk.com/derevo_style74,https://2gis.com/firm/70000001041737889
Дюна,,Мебель на заказ; Офисная мебель; Корпусная мебель; Торгово-выставочное оборудование,,79043083717,89043083717,83517762088,https://wa.me/79043083717,,,https://2gis.com/firm/2111590608560599
Ева,Челябинск,Мебель на заказ; Мебельные магазины; Мягкая мебель,,79123213996,89123213996,89193275897,https://wa.me/79123213996,,https://vk.com/club117594421,https://2gis.com/firm/2111590608739348
Евгений Древодел,Челябинск,Мебель на заказ; Мебель для кухни; Мебель для общественного питания; Мебель для ванных комнат; Офисная мебель,,79227256590,89227256590,,https://wa.me/79227256590,https://t.me/+79227256590,https://vk.com/evgeny_drevodel,https://2gis.com/firm/70000001065150027
Золотое Руно,Челябинск,Мебель на заказ; Мебельные магазины; Мягкая мебель,,79525284675,89525284675,,https://wa.me/79525284675,,https://vk.com/lane_sofa,https://2gis.com/firm/70000001021392813
Има.про,Челябинск,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебель для кухни; Дизайн интерьеров; Детская мебель; Стекло и зеркала,,79080626293,89080626293,,https://wa.me/79080626293,,https://vk.com/imapro74,https://2gis.com/firm/70000001035490417
Индиго,Челябинск,Мебель на заказ; Дизайн интерьеров; Корпусная мебель; Мебель для кухни; Детская мебель,,79058385509,89058385509,89525139787,https://wa.me/79058385509,,https://vk.com/meb_indigo,https://2gis.com/firm/2111590608592173
Интерьер двери,Челябинск,Мебель на заказ; Входные двери; Межкомнатные двери; Мебель для кухни; Корпусная мебель; Мебель из стекла; Перегородки; Мебельные фасады,,,83517259646,,https://wa.me/79000928868,https://t.me/+79000928868,,https://2gis.com/firm/2111590606316534
Интерьер-люкс,Челябинск,Мебель на заказ; Корпусная мебель,,79517757887,89517757887,,,,,https://2gis.com/firm/2111590608682440
Интерьерные решения,Челябинск,Мебель на заказ; Детская мебель; Мягкая мебель; Корпусная мебель; Мебель для кухни; Матрасы; Офисная мебель; Сувенирные композиции,,79514602027,89514602027,89514602337,https://wa.me/79514602027,https://t.me/+79514602027,,https://2gis.com/firm/2111590608332061
Интерьерный роман,Челябинск,Мебель на заказ; Мебельные магазины; Мягкая мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Мебель для салонов красоты; Офисная мебель; Корпусная мебель; Матрасы,,79512610583,89512610583,,https://wa.me/79512610583,,https://vk.com/interior_novel,https://2gis.com/firm/70000001062509108
Искусство Сварки,Челябинск,Мебель на заказ; Сварочные работы; Металлоконструкции для строительства; Металлообработка; Металлоизделия; Заборы и ограждения; Мебель для кухни,,79821016051,89821016051,,https://wa.me/79821016051,https://t.me/+79821016051,,https://2gis.com/firm/70000001105350692
Кабинет,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79080514111,89080514111,,,,,https://2gis.com/firm/70000001030154925
Кабинет,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79080514111,89080514111,,,,,https://2gis.com/firm/70000001030154923
Кабинет,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79080514111,89080514111,,,,,https://2gis.com/firm/70000001030154807
Камодисс,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Ремонт мебели; Мебель для ванных комнат; Мебельные фасады; Сборка мебели,,79191237676,83512237676,89191237676,https://wa.me/79191237676,,,https://2gis.com/firm/70000001018298454
Кашалот,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Металлическая мебель; Стеновые панели; Дизайн интерьеров,,79088204747,89088204747,,https://wa.me/79088204747,https://t.me/+79088204747,,https://2gis.com/firm/70000001061686208
Компания леспром,Челябинск,Мебель на заказ; Стеновые панели; Комплектующие для дверей; Корпусная мебель,,79028976001,89028976001,89823374119,https://wa.me/79028976001,,https://vk.com/lespromic,https://2gis.com/firm/70000001036562655
Компания по изготовлению мебели,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79518108979,89518108979,,,,https://vk.com/public214090873,https://2gis.com/firm/70000001104458252
Компания по изготовлению мебели,Челябинск,Мебель на заказ; Ремонт мебели; Мягкая мебель,,79124737138,89124737138,89124766780,https://wa.me/79124737138,https://t.me/+79124737138,,https://2gis.com/firm/70000001065629163
