Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Мебельфо,салон мебели,Мебель на заказ; Мебельные фабрики; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Мебель для культурно-досуговых учреждений; Мебель для общественного питания; Мебель для салонов красоты; Мебель для учебных учреждений; Перегородки; Офисная мебель; Стеновые панели; Мебельные фасады; Корпусная мебель; Мебельные магазины,"улица Чичерина, 22",29 сектор; 1 этаж,454100,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.8,18,89128930354,,,,,http://мебельфо.рф,http://max.ru/id7448250486_biz,,,https://vk.com/mebelfo,,,,,,,https://t.me/mebelfo74,https://t.me/+79128930354,,https://youtube.com/channel/UCdzAM9rgovgrPWsFzER52EA/featured,55.183569,61.287023,https://2gis.com/firm/70000001036163885,branch
Новый Дом,торгово-строительная компания,"Мебель на заказ; Стройматериалы; Кирпич; Стеновые панели; Железобетонные изделия; Фасадные материалы и конструкции; Песок и щебень; Теплоизоляционные материалы; Междугородные автогрузоперевозки; Городские автогрузоперевозки; Строительство гаражей; Строительные блоки; Строительство дач и коттеджей; Строительство бань и саун; Заборы и ограждения; Тротуарная плитка; Кровельные материалы; Материалы для дорожного строительства; Цемент; Опоры линий электропередач; Матрасы; Офисная мебель; Мебельные фасады; Огнеупорные материалы; Сэндвич-панели; Сухие строительные смеси; Мебель для кухни; Керамогранит; Бетон и раствор; Гидроизоляционные материалы; ДСП, ДВП, фанера; Детская мебель; Корпусная мебель; Металлоконструкции для строительства","улица Доватора, 9",35 офис; 3 этаж; 2 подъезд,454048,Некрасова пос.,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительной записи),+05:00,,,89525114275,89227510823,,,,http://www.novydom74.ru,http://www.новыйдом74.рф,,,https://vk.com/74newhouse,https://wa.me/79525114275,,,viber://chat/?number=79525114275,,,,,,,55.139024,61.397374,https://2gis.com/firm/70000001019284747,branch
ОкноМания,,Мебель на заказ; Окна; Заборы и ограждения; Натяжные потолки; Остекление и отделка балконов; Межкомнатные двери; Входные двери; Кровельные работы; Фасадные работы; Перегородки; Мебель для ванных комнат; Мебель для кухни,"Полетаевская улица, 46а",цокольный этаж,456520,,,,Сосновский муниципальный округ,Челябинская область,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,4.9,34,83512336727 (многоканальный),83517506727,,oknomania@mail.ru,,http://окномания.рф,,,,https://vk.com/oknomania74,https://wa.me/79026043610,,,,,,https://t.me/+79026043610,,,,55.037113,61.116961,https://2gis.com/firm/70000001038669789,branch
ОкноМания,,Мебель на заказ; Окна; Натяжные потолки; Остекление и отделка балконов; Входные двери; Межкомнатные двери; Корпусная мебель; Заборы и ограждения; Кровельные работы; Жалюзи; Детская мебель; Фасадные работы; Мебель для кухни; Офисная мебель; Мебель для ванных комнат; Входные группы; Светопрозрачные конструкции; Фасадные материалы и конструкции; Перегородки,"улица Кирова, 104 к2",6 офис; 1 этаж,454091,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+05:00,4.4,95,83512388828 (единый номер: пн-сб 8:00-18:00),,,oknomania@mail.ru,,http://окномания.рф,,,,https://vk.com/oknomania74,https://wa.me/79026043610,,,,,,https://t.me/+79026043610,,,,55.163148,61.39978,https://2gis.com/firm/2111591606595856,branch
Панорама,торговая фирма,"Мебель на заказ; ЛДСП, ДВПО, МДФ; Мебельная фурнитура; Мебельные фасады; Распиловка древесины; Корпусная мебель; Мебель для кухни; Офисная мебель; ДСП, ДВП, фанера; Мебель для ванных комнат; Детская мебель","улица Елькина, 63в/4",9 складское помещение,454091,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:30; Вт: 09:00-17:30; Ср: 09:00-17:30; Чт: 09:00-17:30; Пт: 09:00-17:30,+05:00,4.3,95,83512163031,,,info@panorama1.ru,,http://www.panorama1.ru,http://t.me/panorama_74,,,https://vk.com/panorama_74,https://wa.me/79090770133,,,,,,https://t.me/panorama_chelyabinsk,,,,55.149581,61.400971,https://2gis.com/firm/2111590608622228,branch
Первая фабрика фасадов,компания по созданию интерьерных решений,Мебель на заказ; Мебельные фасады; Корпусная мебель,"улица Академика Королёва, 23",2 этаж; слева от СберБанка,454004,Тополиная аллея м-н,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,7,83512487010,,,,,http://vgdoor.ru/,,,,https://vk.com/fabfaschel,https://wa.me/79227204060,,,,,,https://t.me/fabrikafabfas_bot,https://t.me/interior_house74,,https://youtube.com/@1fabrika_fasadov,55.161546,61.296593,https://2gis.com/firm/70000001034798258,branch
РВ-мебель,офис,Мебель на заказ; Мебельные фасады; Корпусная мебель; Мебель для кухни; Облицовочные материалы для мебели,"шоссе Металлургов, 59а",1 этаж,454052,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-16:00; Вт: 10:00-16:00; Ср: 10:00-16:00; Чт: 10:00-16:00; Пт: 10:00-16:00,+05:00,3.8,50,83517257701 (отдел фасадов),89821017985 (отдел корпусной мебели и фасадов),,,,http://fasadrv.ru,http://www.фасадырв.рф,,,,,,,,,,,,,,55.242256,61.366117,https://2gis.com/firm/2111590606403155,branch
Рондо Стиль,торгово-производственная фирма,Мебель на заказ; Мебельные фасады; Корпусная мебель; Детская мебель; Мебель для кухни,"проспект Победы, 325","36, 43 секция; 3 этаж",454128,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.7,9,89123206595,,,,,http://rondostyle.ru,,,,https://vk.com/public142294257,https://wa.me/79123206595,,,,,,,,,,55.182223,61.293865,https://2gis.com/firm/70000001006922906,branch
Рондо Стиль,торгово-производственная фирма,Мебель на заказ; Мебельные фасады; Корпусная мебель; Детская мебель; Мебель для кухни,"улица Сурикова, 2/2",,454017,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,3.7,9,83512316327,,,,,http://rondostyle.ru,,,,,,,,,,,,,,,55.252805,61.370959,https://2gis.com/firm/2111590608372518,branch
РумФасад,мебельная студия,Мебель на заказ; Мебельные фасады; Офисная мебель; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Детская мебель; Мебельные магазины,"Свердловский тракт, 24а/1",,454008,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,,,,,,,,http://vk.link/roomfasad,,,,https://vk.com/roomfasad,https://wa.me/79518068778,,,viber://chat/?number=79518068778,,,,,,https://youtube.com/@RoomFasad,55.216772,61.376957,https://2gis.com/firm/70000001027398940,branch
Собо,территория мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Мебель для ванных комнат; Дизайн интерьеров; Корпусная мебель; Мебель для учебных учреждений; Мебель для салонов красоты; Мебель для общественного питания; Медицинская и лабораторная мебель; Мебель для культурно-досуговых учреждений; Мебельные фасады; Офисная мебель,"Таганайская улица, 26а",,454045,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,,+05:00,,,89518094991,,,,,http://vk.ru/club225142873,,,,https://vk.com/club225142873,https://wa.me/79518094991,,,viber://chat/?number=79518094991,,,,,,,55.096193,61.358811,https://2gis.com/firm/70000001097577972,branch
Собо,территория мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Мебель для ванных комнат; Дизайн интерьеров; Корпусная мебель; Мебель для учебных учреждений; Мебель для салонов красоты; Мебель для общественного питания; Медицинская и лабораторная мебель; Мебель для культурно-досуговых учреждений; Мебельные фасады; Офисная мебель,"проспект Победы, 325",54 сектор; 3 этаж,454128,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,27,89088122888,89080958378,,,,http://vk.ru/club225142873,,,,https://vk.com/club225142873,https://wa.me/79518094991,,,viber://chat/?number=79518094991,,,,,,,55.182052,61.293858,https://2gis.com/firm/70000001028193287,branch
Центр Фасад Урал,торгово-производственная фирма,Мебель на заказ; Мебельные фасады; Мебель для кухни; Мебельная фурнитура,"улица Елькина, 67а",8 бокс,454092,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,89193161354,89124758885,,,,http://zentrfasadural.ru,,,,,https://wa.me/79193161354,,,viber://chat/?number=79193161354,,,,,,,55.151582,61.399869,https://2gis.com/firm/70000001023107737,branch
Drewburg,салон мебели и предметов интерьера,Мебель на заказ; Корпусная мебель; Детская мебель; Садово-парковая мебель; Мебель для кухни; Мебельные фасады,"улица Малышева, 133",4 офис; 3 этаж,620049,Втузгородок м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,,,89222224214,,,,,http://drewburg.ru,http://t.me/drewburg_dm,,,https://vk.com/drewburg,https://wa.me/79222224214,,,,,,https://t.me/+79222224214,,,,56.841608,60.661182,https://2gis.com/firm/70000001069011840,branch
Домашний мастер,магазин,Мебель на заказ; Мебельная фурнитура; Мебельные фасады; Мебель для кухни; Корпусная мебель,"Уральская улица, 64",1 этаж,620041,Пионерский м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-16:00,+05:00,4.6,23,83433412110,83432062110,,,,http://www.dommaster.org,,,,,https://wa.me/79024449374,,,,,,https://t.me/dommasterekb,,,,56.856437,60.631831,https://2gis.com/firm/1267165676246535,branch
Интерьер мануфактура,производственная компания,Мебель на заказ; Декоративные отделочные материалы; Заборы и ограждения; Фасадные работы; Корпусная мебель,"Автомагистральная улица, 10в",,620141,Уралмаш м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,1.0,2,89122403477,89222037775,,,,http://www.remont66.ru,,,,,https://wa.me/79122403477,https://wa.me/79222037775,,,,,,,,,56.871642,60.566645,https://2gis.com/firm/1267165676622146,branch
Интерьер-двери,салон дверей,Мебель на заказ; Межкомнатные двери; Корпусная мебель; Перегородки; Мебель для кухни; Мебельные фасады; Входные группы; Изделия из камня для помещений,"улица Александра Козицына, 1",3 офис; 2 этаж,624091,,,Верхняя Пышма,Верхняя Пышма городской округ,Свердловская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00,+05:00,4.9,25,89827045778,89043815294,,,,http://interior-montazh.ru,http://max.ru/interior_montazh,,,https://vk.com/interior_montazh,https://wa.me/79827045778,,,viber://chat/?number=79043815294,,,,,,https://youtube.com/@interior-montage,56.966924,60.580694,https://2gis.com/firm/70000001028008875,branch
Томские мебельные фасады,представительство в г. Екатеринбурге,Мебель на заказ; Мебельные фасады; Мебель для кухни; Бытовая техника; Мебельная фурнитура,"улица Черняховского, 86/10",1 этаж,620010,Химмаш м-н,Чкаловский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00 (по предварительному звонку),+05:00,1.0,1,89122842919,,,,,http://tmf70.ru,,,,https://vk.com/fasadtmf,https://wa.me/79122842919,,,,,,,,,,56.756663,60.755539,https://2gis.com/firm/1267166676631751,branch
Хочу Мебель,,Мебель на заказ; Корпусная мебель; Офисная мебель; Детская мебель; Мебель для кухни; Мебельные фасады; Торгово-выставочное оборудование,"Кольцевая улица, 4/9",1 офис,623700,,,Березовский,Березовский муниципальный округ,Свердловская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,29,89993686696,,,,,http://hochu-mebel.com,http://hochu-m.ru,,,https://vk.com/hochumebel_ekaterinburg,,,,,,,,,,,56.897959,60.774392,https://2gis.com/firm/70000001081603765,branch
Чувашов,мебельная мастерская,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мягкая мебель; Детская мебель; Офисная мебель; Мебель для кухни; Мебель для ванных комнат; Мебель для учебных учреждений; Мебельные фасады; Мебель из стекла; Торгово-выставочное оборудование,"Коммунистическая улица, 50в",,620135,Уралмаш м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 07:00-17:00; Вт: 07:00-17:00; Ср: 07:00-17:00; Чт: 07:00-17:00; Пт: 07:00-17:00,+05:00,5.0,4,89506506998,,,italmas5@mail.ru,,http://mebelekb196.ru/,http://max.ru/id182900605214_biz,,,https://vk.com/kuhni_shkafy_zakaz,https://wa.me/79506506998,,,,,,https://t.me/+79506506998,,,,56.916243,60.575848,https://2gis.com/firm/70000001109580998,branch
Элемента,салон мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебельные фасады; Детская мебель,"Московская улица, 190",1 этаж,620146,Юго-Западный м-н,Ленинский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-19:00,+05:00,4.7,57,89221729922,,,,,http://elementa-mebel.ru,,,,https://vk.com/elementa_ekb,https://wa.me/79058056805,https://wa.me/79221729922,,,,,https://t.me/+79058056805,,,,56.803314,60.59287,https://2gis.com/firm/70000001065521466,branch
Элит,студия дерева,Мебель на заказ; Перегородки; Интерьерные лестницы; Межкомнатные двери; Входные двери; Мебельные фасады; Деревообработка; Садово-парковая мебель; Погонажные изделия; Детская мебель; Мебель для кухни; Кованые изделия,"улица Карла Маркса, 60",1 этаж,620026,Центр м-н,Октябрьский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00 (по предварительному звонку),+05:00,2.8,5,89089215614,,,,,http://www.sluta.ru,,,,https://vk.com/elitstudiya,https://wa.me/79089215614,,,,,,https://t.me/+79089215614,,,,56.831927,60.627713,https://2gis.com/firm/1267166676568845,branch
М:32,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные фасады,"Краснодарская улица, 8",цокольный этаж,660005,Иннокентьевский м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+07:00,4.4,254,83912223232 (единый номер: вт-сб 10:00-19:00),,,manager@m-32.ru,,http://м32.рф,,,,https://vk.com/kuhni_m32_krsk,,,,,,,https://t.me/+79082020938,,,https://youtube.com/channel/UC1eNT3_x6pLAJXM4B59gC-Q,56.045882,92.940309,https://2gis.com/firm/70000001017905721,branch
МАК,студия дизайна и мебели,"Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель; Офисная мебель; Детская мебель; Изделия из камня для помещений; Распиловка древесины; Фрезеровка неметаллов; Мебельные фасады; ЛДСП, ДВПО, МДФ; Дизайн интерьеров","улица Парижской Коммуны, 10",1 этаж,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,"Вт: 11:00-12:00, 13:00-19:00; Ср: 11:00-12:00, 13:00-19:00; Чт: 11:00-12:00, 13:00-19:00; Пт: 11:00-12:00, 13:00-19:00; Сб: 11:00-12:00, 13:00-19:00",+07:00,4.9,487,88001015393,,,kuhnimak@mail.ru,,http://kuhnimak.ru,,,,https://vk.com/kuhnimak,,,,,,,https://t.me/+79082200660,https://t.me/Mebelmak1,,https://youtube.com/@makkrsk,56.009412,92.881706,https://2gis.com/firm/70000001053104208,branch
Шатура,мебельный салон по продаже корпусной мебели и кухонь,Мебель на заказ; Мебельные магазины; Корпусная мебель; Матрасы; Мягкая мебель; Офисная мебель; Стеллажи и витрины; Детская мебель; Мебель для кухни; Изделия из камня для помещений; Мебельные фасады,"улица Шахтёров, 65",1 этаж,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.4,107,89131801182,89135271796,,,,http://t.me/mk_shatura,http://krasnojarsk.shatura.com,,,https://vk.com/shatura_com,https://wa.me/79131801182,,,,,,,,,https://youtube.com/@shatura_com,56.044599,92.890403,https://2gis.com/firm/985690699664167,branch
Шатура,мебельный салон по продаже корпусной мебели и кухонь,Мебель на заказ; Мебельные магазины; Корпусная мебель; Офисная мебель; Мягкая мебель; Мебель для кухни; Мебельные фасады; Стеллажи и витрины; Детская мебель; Матрасы,"проспект им. газеты Красноярский Рабочий, 30а ст17",1 этаж,660004,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.6,61,89830500957,,,,,http://t.me/mk_shatura,http://krasnojarsk.shatura.com,,,https://vk.com/shatura_com,https://wa.me/79830500957,,,,,,,,,https://youtube.com/@shatura_com,56.020118,93.000846,https://2gis.com/firm/985690699514623,branch
Шатура Кухни,мебельный салон по продаже корпусной мебели и кухонь,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Офисная мебель; Мягкая мебель; Мебельные фасады; Стеллажи и витрины; Детская мебель; Матрасы,"улица Академика Вавилова, 1 ст39",1 этаж,660064,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.8,16,89832690279,,,,,http://t.me/mk_shatura,http://krasnojarsk.shatura.com,,,https://vk.com/shatura_com,https://wa.me/79832690279,,,,,,https://t.me/+79832690279,,,https://youtube.com/@shatura_com,55.992279,92.910927,https://2gis.com/firm/70000001092578873,branch
Шатура Кухни,мебельный салон по продаже корпусной мебели и кухонь,Мебель на заказ; Мебельные магазины; Корпусная мебель; Офисная мебель; Мягкая мебель; Мебельные фасады; Стеллажи и витрины; Детская мебель; Матрасы; Мебель для кухни,"улица Шахтёров, 65",1 этаж,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.9,59,89131801193,,,,,http://krasnojarsk.shatura.com/,http://t.me/mk_shatura,,,https://vk.com/shatura_com,https://wa.me/79131801193,,,,,,,,,https://youtube.com/@shatura_com,56.044674,92.889596,https://2gis.com/firm/70000001084431591,branch
Мастерская,,Мебель на заказ; Мебельные фасады,"Беломорская улица, 56",,630541,,,,Новосибирский район,Новосибирская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00 (по предварительному звонку),+07:00,5.0,2,89137927462,89231374870,,,,http://masterskayaeb.tilda.ws,,,,,https://wa.me/79231374870,https://wa.me/79137927462,,,,,https://t.me/+79137927462,,,,54.906947,82.949452,https://2gis.com/firm/70000001063236385,branch
Модуль,фабрика мебельных фасадов,"Мебель на заказ; Мебельные фасады; Корпусная мебель; ЛДСП, ДВПО, МДФ; Мебель для кухни","улица Мира, 54",4 офис; 2 этаж,630024,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+07:00,4.9,8,89914485055,,,,,http://modul-fasad.ru/tomsk,,,,https://vk.com/club155002582,https://wa.me/79914485055,,,viber://chat/?number=79914485055,,,https://t.me/+79914485055,,,,54.963085,82.922427,https://2gis.com/firm/70000001036419469,branch
Мона,фабрика индивидуальной мебели,Мебель на заказ; Мебельные фасады; Мебель для кухни; Мебель для ванных комнат,"улица Ватутина, 103/1",1 этаж,630024,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-17:30; Вт: 09:00-17:30; Ср: 09:00-17:30; Чт: 09:00-17:30; Пт: 09:00-17:30,+07:00,5.0,1,83832427000,,,,,http://monamf.ru,,,,https://vk.com/mf.mona,https://wa.me/79132068089,,,,,,https://t.me/monamfnsk,,,,54.967772,82.926273,https://2gis.com/firm/70000001104542836,branch
Эпоха современной мебели,мебельная фабрика,Мебель на заказ; Мебель для кухни; Детская мебель; Торгово-выставочное оборудование; Корпусная мебель; Офисная мебель; Мебель для ванных комнат; Мебельные фасады,"Галущака, 4",1 этаж,630049,Линейный м-н,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи: сб, вс)",+07:00,4.5,19,89963803564,,,,,http://epoha-mebel.ru/,,,,,https://wa.me/79232461427,,,,,,https://t.me/+79232461427,,,,55.052229,82.904112,https://2gis.com/firm/70000001031477371,branch
Золотой мебельщик,склад,"Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебель для кухни; ЛДСП, ДВПО, МДФ; Распиловка древесины; Мебель для общественного питания; Изделия из камня для помещений; Офисная мебель; Сборка мебели; Мебельные фасады; Мягкая мебель","улица Василия Васильева, 7/1",,614033,Крохалева ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,4.2,36,83422069421,83422153855,83422067007,mr.mebel2014@mail.ru,,http://zolotoi-mebelshchik.ru,,,,https://vk.com/zolotoi_mebelshchik,https://wa.me/79922112819,,,viber://chat/?number=79922112819,,,,,,https://youtube.com/channel/UCi8j4HyfThDPM1q59j9LFfw,57.955644,56.224591,https://2gis.com/firm/2252329095319480,branch
Красный Глянец,фабрика мебельных фасадов,Мебель на заказ; Мебельные фабрики; Мебельные фасады; Мебель для кухни; Офисная мебель; Корпусная мебель,"улица Самохина, 190/4",,454079,Чурилово м-н,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,4.1,4,89193561826,89227452646,89227493979,,,http://redgloss.ru/,,,,https://vk.com/redgloss,https://wa.me/79193561826,https://wa.me/79227452646,https://wa.me/79227493979,viber://chat/?number=79193561826,viber://chat/?number=79227452646,viber://chat/?number=79227493979,,,,,55.164376,61.516969,https://2gis.com/firm/70000001041872496,branch
РаспилЧелябинск,,"Мебель на заказ; Распиловка древесины; ЛДСП, ДВПО, МДФ; Детская мебель; Мебель для кухни; Мебельные фасады; Корпусная мебель","Троицкая улица, 1в",,454087,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00,+05:00,,,89080876868,,,,,http://распилчелябинск.рф,,,,,,,,,,,,,,,55.12457,61.372636,https://2gis.com/firm/70000001099790550,branch
Moresco,мебельная фабрика,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебель из стекла; Сборка мебели; Мебель для культурно-досуговых учреждений; Мебель для учебных учреждений; Мебельные фасады; Мебель для салонов красоты; Мебель для общественного питания; Мягкая мебель; Стеллажи и витрины; Мебель для ванных комнат; Детская мебель; Мебель для кухни; Офисная мебель; Мебельные магазины; Стеновые панели,"Пионерская улица, 2п",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,4.8,50,89897752700,,,,,http://www.moresco.pro,http://t.me/moresco_design,,,https://vk.com/moresco_design,https://wa.me/79897752700,,,,,,,,,,44.687061,37.790271,https://2gis.com/firm/70000001069298357,branch
Авантаж,фабрика мебели,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Мебель для салонов красоты; Мебельные фасады,"проспект Дзержинского, 211",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-15:00,+03:00,5.0,2,89186650091,,,,,http://avantage-fm.ru,,,,https://vk.com/avantage_novorossiysk,https://wa.me/79186650091,https://wa.me/79064311486,,viber://chat/?number=79064311486,,,https://t.me/avantage_fm,,,,44.684195,37.778575,https://2gis.com/firm/10415102419272290,branch
