Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Адель,студия мебельных решений,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель,"проспект Дзержинского, 247",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+03:00,4.6,10,89996370063,,,,,http://мебель-адель.рф,http://t.me/мебель-адель.рф,,,https://vk.com/malinamebelnovoross,,,,,,,https://t.me/adelemebel,,,,44.672031,37.778238,https://2gis.com/firm/70000001077465578,branch
Академия мебели,салон мебели,Мебель на заказ; Мебель для кухни; Мягкая мебель; Детская мебель; Корпусная мебель; Матрасы; Бытовая техника; Мебель для ванных комнат; Офисная мебель; Изделия из камня для помещений,"Пионерская улица, 2д",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,5.0,10,89883204499,,,,,http://max.ru/id505202862136_biz,http://akademiyamebeli.ru,,,https://vk.com/public207643501,https://wa.me/79883204499,,,,,,https://t.me/+79883204499,,,,44.687456,37.791244,https://2gis.com/firm/70000001021545469,branch
Альфа мебель,мебельный салон,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Мягкая мебель; Офисная мебель,"улица Котанова, 7 к1",,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,4.9,31,89180546656,,,,,http://alfamebel123.ru,,,,https://vk.com/alfamebel123,,,,,,,,,,,44.673535,37.774466,https://2gis.com/firm/70000001080535925,branch
Амк троя,торгово-производственная компания,Мебель на заказ; Мебельные магазины; Мебель для кухни,"Анапское шоссе, 1г",1 этаж,353445,Алексеевка м-н,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30; Сб: 09:00-13:00,+03:00,5.0,1,89282785353,89384324448,,,,http://amk-troya.ru,http://shop.amk-troya.ru/,,,https://vk.com/amk.troya,,,,,,,,,,,44.899917,37.344431,https://2gis.com/firm/70000001093356950,branch
Ангстрем,фирменный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"улица Советов, 1",4 этаж; вторая очередь,353907,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.9,28,89601249940,89601249959,,,,http://angstrem-mebel.ru,,,,https://vk.com/angstremmebel,,,,,,,,,,,44.724429,37.764492,https://2gis.com/firm/70000001031358247,branch
Ардони,салон мебели,Мебель на заказ; Мебельные магазины; Ткани; Ортопедические товары; Мебель для салонов красоты; Мягкая мебель; Корпусная мебель; Матрасы; Мебель для кухни; Мебельные ткани; Сборка мебели; Офисная мебель,"проспект Дзержинского, 190а",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+03:00,5.0,3,89887650040,,,,,http://ardoni.ru,,,,,https://wa.me/79897700065,,,,,,https://t.me/+79887704045,,,https://youtube.com/@ardoni2369,44.683148,37.780391,https://2gis.com/firm/70000001067023633,branch
Ария,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Офисная мебель; Мебель для кухни; Матрасы,"улица Тельмана, 137",,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00; Сб: 09:00-13:00, 14:00-18:00; Вс: 09:00-13:00, 14:00-18:00",+03:00,,,89183798678,89189871607,,,,http://ария-кухни.рф,,,,,https://wa.me/79183798678,,,,,,,,,,44.568111,38.092229,https://2gis.com/firm/70000001006213399,branch
Ателье Кухни Шкафы,салон мебели,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Офисная мебель; Корпусная мебель,"улица Хворостянского, 21",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00,+03:00,4.4,7,89064311106,89064311486,,,,http://kuhni-shkafi5.ru,,,,https://vk.com/atelierkuhnishkafi,https://wa.me/79064311106,,,,,,https://t.me/+79064311106,,,,44.679449,37.777633,https://2gis.com/firm/70000001068012472,branch
Берегиня,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"набережная им. Адмирала Серебрякова, 61",1 этаж,353910,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+03:00,4.2,13,89182450860,88617725226,,,,http://mebel-bereginya.ru,,,,https://vk.com/kuhninovoros,https://wa.me/79182450860,,,,,,,,,,44.699078,37.788302,https://2gis.com/firm/10415102419280719,branch
Быстромебель,магазин,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Офисная мебель; Матрасы; Детская мебель; Металлическая мебель; Мебель для общественного питания; Плетёные изделия,"улица Ленина, 153Б",1 этаж,353440,3А м-н,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,5.0,1,89585321515 (единый номер: пн-вс 10:00-19:00),,,,,http://быстромебель.рф,,,,,,,,,,,,,,,44.87524,37.327156,https://2gis.com/firm/70000001087745405,branch
Взлетка-мебель,,Мебель на заказ; Корпусная мебель; Офисная мебель; Детская мебель; Мебель для кухни,"проспект Дзержинского, 264/2",,353924,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-16:00,+03:00,,,89182402121,,,,,http://www.vzletka-mebel.ru,,,,,,,,,,,,,,,44.671277,37.777535,https://2gis.com/firm/10415102419273227,branch
Вира,мебельное ателье,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Офисная мебель,"Киевская улица, 48",цокольный этаж,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-15:00,+03:00,,,89667661122,,,,,http://вира-мебель.рф,http://viramebel.ru,,,https://vk.com/public212311523,https://wa.me/79667661122,,,,,,,,,,44.565749,38.091495,https://2gis.com/firm/70000001063047210,branch
Главмебель,компания по изготовлению мебели на заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,"40 лет Победы, 1Б",103/2 офис; 1 этаж,353440,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00,+03:00,5.0,3,89024039804,89526516733,89883189973,,,http://главмебель-анапа.рф,,,,,https://wa.me/79024039804,,,,,,,,,,44.879482,37.308633,https://2gis.com/firm/70000001085767695,branch
Диаль,магазин-студия,Мебель на заказ; Мебельная фурнитура; Мебель для кухни; Мягкая мебель; Корпусная мебель,"улица Тельмана, 134",1 этаж,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 12:00-16:00 (по предварительному звонку: вс),+03:00,,,89881355452,,,,,http://dial-furniture.taplink.ws,,,,,https://wa.me/79881355452,,,,,,,,,,44.567658,38.092336,https://2gis.com/firm/70000001050392212,branch
Диана,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"Владимирская улица, 134",1 этаж,353454,3А м-н,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00; Сб: 09:00-13:00, 14:00-18:00",+03:00,5.0,12,89186480760,,,,,http://dianamebelanapa.ru,,,,,https://wa.me/79186480760,,,,,,,,,,44.877929,37.333336,https://2gis.com/firm/70000001007170039,branch
Дива,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы; Офисная мебель; Бытовая техника; Дизайн интерьеров; Изделия из камня для помещений; Кованые изделия; Мебель для ванных комнат; Мебельные фасады; Межкомнатные двери; Плетёные изделия,"Киевская улица, 47",,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 09:30-18:00; Вт: 09:30-18:00; Ср: 09:30-18:00; Чт: 09:30-18:00; Пт: 09:30-18:00; Сб: 09:30-15:00,+03:00,5.0,4,89284096651,89180914511,,,,http://vk.link/public211953707,,,,https://vk.com/club211953707,https://wa.me/79180914511,https://wa.me/79284096651,,viber://chat/?number=79180914511,,,https://t.me/+79284096651,,,,44.565413,38.093263,https://2gis.com/firm/70000001006361489,branch
Добрый стиль,салон мебели,Мебель на заказ; Мягкая мебель; Детская мебель; Корпусная мебель; Мебель для кухни; Офисная мебель,"проспект Дзержинского, 190а",1 этаж; рядом с химчисткой White`s,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+03:00,4.2,5,89887650040,,,,,http://ardoni.ru/,http://novorossijsk.frendom.ru/,http://ds-mebel.com,,,https://wa.me/79887650040,,,,,,,,,,44.683148,37.780391,https://2gis.com/firm/70000001067023793,branch
Дом панды,компания по изготовлению мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мягкая мебель,"Астраханская улица, 45",цокольный этаж,353440,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (по предварительному звонку),+03:00,4.6,9,89883211515,,,,,http://дом-панды.рф,http://t.me/pandahouseanapa,,,https://vk.com/dom_pandy,,,,,,,https://t.me/+79883211515,https://t.me/pandahouseanapa,,https://youtube.com/@kuhninazakazanapa,44.88947,37.316362,https://2gis.com/firm/70000001094251869,branch
ДоРе Мебель,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель,"Фабричная улица, 64а",4 цех; 1 этаж,353960,Цемдолина,Приморский район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-17:00,+03:00,5.0,12,89887620004,,,,,http://doremebel.ru,http://t.me/doremebel,,,https://vk.com/doremebel,https://wa.me/79887620004,,,,,,https://t.me/+79887620004,,,,44.757742,37.716337,https://2gis.com/firm/70000001043984633,branch
Дрёма,магазин,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Детская мебель; Матрасы; Мебель для кухни; Домашний текстиль; Ковры; Мебельные фабрики,"улица Исаева, 4",1 этаж,353905,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,4.9,32,89897616968,,,,,http://dremahome.ru,,,,https://vk.com/club194592008,https://wa.me/79897616968,,,viber://chat/?number=79897616968,,,https://t.me/+79897616968,,,https://youtube.com/channel/UCdHQq4D7sDhlGW2K7qfhV0g,44.706758,37.785517,https://2gis.com/firm/10415102419273343,branch
ДРИАДА,салон кухонной мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни,"Новороссийская улица, 64",1 этаж,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,5.0,4,88614159962,,,driada-gel@yandex.ru,,http://www.driada.ru,,,,https://vk.com/driada_gel,https://wa.me/79183900554,,,,,,https://t.me/+79183900554,,,https://youtube.com/user/DriadaCo,44.556227,38.084284,https://2gis.com/firm/10415102419304029,branch
Дриада Кухни,мебельный центр,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель,"Крестьянская улица, 25а",2 этаж,353445,Алексеевка м-н,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,5.0,3,89883232209,,,,,http://t.me/driadaanapa,http://kuhni-driada.ru,http://novorossiysk.aristo.ru,,https://vk.com/driadaco,https://wa.me/79883232209,,,,,,https://t.me/driada_co,,,https://youtube.com/user/DriadaCo,44.900487,37.340543,https://2gis.com/firm/70000001006571498,branch
Дриада Кухни,мебельный центр,Мебель на заказ; Мебельные магазины; Мебель для кухни; Мягкая мебель; Корпусная мебель,"проспект Ленина, 95Б к1",2 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,4.7,15,89186458620 (администратор),,,,,http://t.me/mcdriada,http://kuhni-driada.ru,http://novorossiysk.aristo.ru,,https://vk.com/driadaco,https://wa.me/79186458620,,,,,,,,,,44.680313,37.79444,https://2gis.com/firm/10415102419305018,branch
Дэлия,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Мягкая мебель,"Киевская улица, 45Б",3 этаж,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,5.0,1,89186675202,89180400033,,deliya-gel@yandex.ru,,http://deliya.ru/,http://pohjanmaan.ru,http://evanty.ru,,https://vk.com/delya_gel,https://wa.me/79183900554,,,,,,https://t.me/deliyaru,,,,44.565957,38.092109,https://2gis.com/firm/70000001030079611,branch
Дэлия,салон кухонной мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Дизайн интерьеров; Мягкая мебель; Бытовая техника,"проспект Ленина, 95Б к1",2 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,,,89529700049,,,,,http://deliya.ru,http://driada-yug.ru,,,,https://wa.me/79184992775,,,,,,https://t.me/+79186458620,,,,44.680313,37.79444,https://2gis.com/firm/70000001035837518,branch
Дятьково Кухни,,Мебель на заказ; Мебельные магазины; Мебель для кухни,"Анапское шоссе, 20",2 этаж; рядом с магазином М.Видео,353445,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,88003013397,89181606293,,,,http://dyatkovo.ru/kuhni,,,,https://vk.com/dyatkovo_mebel,,,,,,,,,,,44.898709,37.352176,https://2gis.com/firm/70000001111342983,branch
Зов,салон кухонь и мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Красногвардейская улица, 38а лит А",1 этаж,353461,Толстый Мыс м-н,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-14:00,+03:00,4.6,13,89282818340,,,,,http://zov.by,http://zov-gel.ru,http://t.me/neo_mebel_gel,,https://vk.com/zov_gelen,https://wa.me/79883113939,,,,,,,,,,44.553159,38.066354,https://2gis.com/firm/70000001006362069,branch
Зов,салон-магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни; Детская мебель; Дизайн интерьеров,"Мурата Ахеджака, 16 к1",1 этаж,353924,16-й м-н,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-17:00; Вс: 11:00-17:00,+03:00,5.0,3,89180505321,88007770015,,,,http://zovofficial.com,,,,https://vk.com/zovofficial,https://wa.me/79180505321,https://wa.me/79060106894,,,,,https://t.me/official_zov_bot,,,,44.673129,37.789301,https://2gis.com/firm/10415102419274901,branch
Зов Белорусские кухни,салон мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Мебельная фурнитура; Дизайн интерьеров,"улица Исаева, 19",2 этаж,353905,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,4.9,63,89892886677,,,Novoseltsev2021@yandex.ru,,http://zovofficial.com,,,,,https://wa.me/79892886677,https://wa.me/79897739446,,viber://chat/?number=79883658640,,,https://t.me/+79892886677,,,,44.70639,37.783935,https://2gis.com/firm/70000001051482509,branch
Империя мебели,магазин,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни; Офисная мебель,"Советская улица, 47",1 этаж,353400,,,,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-17:00,+03:00,2.5,1,89883300553,,,,,http://imperiyamebeli23.ru,,,,,https://wa.me/79883300553,,,,,,,,,,45.024572,37.490502,https://2gis.com/firm/70000001031943950,branch
Интернет-магазин мебели,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель,,,,,,Абинск,Абинский район,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+03:00,,,89994640172,,,,,http://tovaru.taplink.ws,,,,,https://wa.me/79994640172,,,,,,,,,,,,https://2gis.com/firm/70000001102436844,branch
Интерьерное бюро Наталии Давыдовой,,Мебель на заказ; Дизайн интерьеров; Витражи и мозаика; Ремонт помещений; Архитектурное проектирование; Декоративные отделочные материалы; Ландшафтный дизайн; Мебель для кухни; Корпусная мебель,"Малоземельская улица, 3",,353922,10-й м-н,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+03:00,5.0,1,89189966611,,,,,http://www.interier-buro.ru,,,,https://vk.com/interiernataliadavydova,https://wa.me/79189966611,,,,,,,,,,44.686671,37.769434,https://2gis.com/firm/70000001038754348,branch
Комфорт,мебельный магазин,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни; Офисная мебель,"улица Советов, 19д",1 этаж,353320,,,Абинск,Абинский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,,,89183134667,,,,,http://abinskmebelcomfort.ru,,,,,https://wa.me/79183134667,,,,,,,,,,44.862726,38.164467,https://2gis.com/firm/70000001007229604,branch
Кухни Борисов,компания по изготовлению мебели на заказ,Мебель на заказ; Мебель для кухни; Корпусная мебель,,,,,,Кореновск,Кореновский район,Краснодарский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,89385333111,89181709000,89064333382,,,http://kuhniborisov.ru,,,,,https://wa.me/79181709000,https://wa.me/79064333382,https://wa.me/79385333111,,,,,,,,,,https://2gis.com/firm/70000001109722857,branch
Кухни Борисов,компания по изготовлению мебели на заказ,Мебель на заказ; Мебель для кухни; Корпусная мебель,,,,,,Тимашевск,Тимашевский район,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,,,89385333111,89388666222,89181709000,,,http://kuhniborisov.ru,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001109722804,branch
Кухни по карману,магазин,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Бытовая техника,"проезд Солдатских матерей, 17",,353440,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,5.0,3,89184659637,,,,,http://дм23.рф,,,,https://vk.com/kuhnipokarmanu20,,,,,,,https://t.me/kuhni_po_karmanu,,,,44.898826,37.341206,https://2gis.com/firm/70000001061396661,branch
Кухни по карману,магазин,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Матрасы,"улица Ленина, 178к1",1 этаж,353454,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,4.7,7,89883224831,,,,,http://дм23.рф,,,,https://vk.com/kuhnipokarmanu20,,,,,,,https://t.me/kuhni_po_karmanu,,,,44.872968,37.328004,https://2gis.com/firm/70000001044211565,branch
Кухни со вкусом,мебельный магазин,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"Крестьянская улица, 27 к1",250 офис; 1 этаж,353445,Алексеевка м-н,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,,,89615393525,,,,,http://kuhnianapa.ru,,,,,https://wa.me/79615393525,,,,,,,,,,44.900272,37.341332,https://2gis.com/firm/70000001082489124,branch
Кухни-Ru,,Мебель на заказ; Мебель для кухни,,,,,,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+03:00,5.0,9,89186405501,,,,,http://kuhni-ru.ru/,,,,,https://wa.me/79186405501,,,,,,https://t.me/+79186405501,,,,,,https://2gis.com/firm/70000001089436602,branch
Кухня своими руками,,Мебель на заказ; Мебель для кухни,"улица Крупской, 312",2 этаж,353560,,,Славянск-на-Кубани,Славянский район,Краснодарский край,Россия,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00,+03:00,,,89181766262,,,,,http://kitchen-sam.ru,,,,,,,,,,,,,,,45.258289,38.11903,https://2gis.com/firm/70000001084086301,branch
Мебель массив,компания по продаже мебели из массива,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы,"Родниковая улица, 1Б",,353477,Бобруковая Щель м-н,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,,,89183130921,89883111215,,,,http://mebelmassiv-gelshop.ru,,,,,https://wa.me/79883111215,https://wa.me/79183130921,,viber://chat/?number=79883111215,,,,,,,44.596431,38.046665,https://2gis.com/firm/70000001029113519,branch
Мебельная фабрика,,Мебель на заказ; Межкомнатные двери; Корпусная мебель; Мебель для кухни,"Мира, 213а",,353322,,,Абинск,Абинский район,Краснодарский край,Россия,"Пн: 08:00-12:00, 13:00-18:00; Вт: 08:00-12:00, 13:00-18:00; Ср: 08:00-12:00, 13:00-18:00; Чт: 08:00-12:00, 13:00-18:00; Пт: 08:00-12:00, 13:00-18:00; Сб: 08:00-12:00",+03:00,,,89818732397,88615044049,88615041624,,,http://demidov-mebel.com,,,,https://vk.com/demidov.mebel,,,,,,,,,,,44.888689,38.166781,https://2gis.com/firm/10415102419273630,branch
МебельРус,мебельная фабрика,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Мягкая мебель,"проспект Дзержинского, 221",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,216,89186484588,,,,,http://street23.ru/,,,,https://vk.com/street23_mebelrus,https://wa.me/79186484588,,,,,,https://t.me/mebelrus_street23,,,https://youtube.com/@MebelRusNvrsk,44.674916,37.779314,https://2gis.com/firm/70000001052450504,branch
